source_file,source_relpath,action,keep_file,reason,approved_by_user
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2004年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2004年安徽高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2005年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2005年安徽高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2006年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2006年安徽高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2007年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2007年安徽高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1990年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1990年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1991年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1991年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1992年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1992年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1993年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1993年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1994年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1994年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1995年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1995年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1996年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1996年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1997年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1997年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1998年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1998年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1999年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1999年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2001年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2001年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2002年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2002年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2003年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2003年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2004年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2004年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2005年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2005年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2006年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2006年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2007年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2007年广东高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1990年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1990年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1991年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1991年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1992年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1992年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1993年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1993年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1994年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1994年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1995年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1995年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1996年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1996年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1997年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1997年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1998年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1998年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1999年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1999年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2000年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2000年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2002年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2002年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2003年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2003年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2004年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2004年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2005年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2005年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2006年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2006年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2007年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2007年广西高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1990年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1990年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1991年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1991年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1992年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1992年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1993年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1993年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1994年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1994年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1995年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1995年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1996年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1996年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1997年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1997年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1998年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1998年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1999年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1999年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2000年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2000年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2001年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2001年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2002年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2002年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2003年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2003年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2004年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2004年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2005年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2005年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2006年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2006年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2007年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2007年河北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1990年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1990年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1991年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1991年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1992年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1992年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1993年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1993年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1994年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1994年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1995年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1995年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1996年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1996年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1997年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1997年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1998年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1998年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/1999年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/1999年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2000年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2000年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2002年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2002年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2003年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2003年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2004年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2004年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2005年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2005年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2006年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2006年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河南/2007年河南高考英语真题及答案.doc,1990-2007·高考英语真题·word/河南/2007年河南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1990年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1990年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1991年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1991年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1992年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1992年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1993年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1993年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1994年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1994年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1995年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1995年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1996年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1996年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1997年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1997年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1998年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1998年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/1999年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/1999年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/海南/2000年海南高考英语真题及答案.doc,1990-2007·高考英语真题·word/海南/2000年海南高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1990年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1990年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1992年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1992年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1993年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1993年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1994年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1994年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1995年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1995年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1996年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1996年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1997年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1997年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1998年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1998年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/湖北/1999年湖北高考英语真题及答案.doc,1990-2007·高考英语真题·word/湖北/1999年湖北高考英语真题及答案.doc,retain,,not a conservative cleanup candidate,no
