source_file,source_relpath,extension,size_bytes,candidate_scope,candidate_categories,review_status,review_reason,publication_rule
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2000年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2000年北京高考英语真题及答案.doc,.doc,61440,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2001年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2001年北京高考英语真题及答案.doc,.doc,2324480,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2002年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2002年北京高考英语真题及答案.doc,.doc,1362432,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2003年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2003年北京高考英语真题及答案.doc,.doc,391680,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2004年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2004年北京高考英语真题及答案.doc,.doc,69632,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2005年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2005年北京高考英语真题及答案.doc,.doc,340480,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2006年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2006年北京高考英语真题及答案.doc,.doc,1090560,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/北京/2007年北京高考英语真题及答案.doc,1990-2007·高考英语真题·word/北京/2007年北京高考英语真题及答案.doc,.doc,543232,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1990年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1990年安徽高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1991年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1991年安徽高考英语真题及答案.doc,.doc,50688,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1992年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1992年安徽高考英语真题及答案.doc,.doc,56320,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1993年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1993年安徽高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1994年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1994年安徽高考英语真题及答案.doc,.doc,55808,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1995年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1995年安徽高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1996年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1996年安徽高考英语真题及答案.doc,.doc,68608,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1997年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1997年安徽高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1998年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1998年安徽高考英语真题及答案.doc,.doc,88576,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/1999年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/1999年安徽高考英语真题及答案.doc,.doc,52736,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2000年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2000年安徽高考英语真题及答案.doc,.doc,61440,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2001年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2001年安徽高考英语真题及答案.doc,.doc,2445824,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2002年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2002年安徽高考英语真题及答案.doc,.doc,66048,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2003年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2003年安徽高考英语真题及答案.doc,.doc,738816,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2004年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2004年安徽高考英语真题及答案.doc,.doc,94720,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2005年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2005年安徽高考英语真题及答案.doc,.doc,118784,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2006年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2006年安徽高考英语真题及答案.doc,.doc,70656,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/安徽/2007年安徽高考英语真题及答案.doc,1990-2007·高考英语真题·word/安徽/2007年安徽高考英语真题及答案.doc,.doc,81920,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1990年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1990年广东高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1991年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1991年广东高考英语真题及答案.doc,.doc,50688,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1992年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1992年广东高考英语真题及答案.doc,.doc,56320,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1993年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1993年广东高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1994年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1994年广东高考英语真题及答案.doc,.doc,55808,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1995年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1995年广东高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1996年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1996年广东高考英语真题及答案.doc,.doc,68608,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1997年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1997年广东高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1998年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1998年广东高考英语真题及答案.doc,.doc,88576,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/1999年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/1999年广东高考英语真题及答案.doc,.doc,52736,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2001年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2001年广东高考英语真题及答案.doc,.doc,2445824,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2002年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2002年广东高考英语真题及答案.doc,.doc,65024,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2003年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2003年广东高考英语真题及答案.doc,.doc,127488,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2004年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2004年广东高考英语真题及答案.doc,.doc,169984,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2005年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2005年广东高考英语真题及答案.doc,.doc,121344,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2006年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2006年广东高考英语真题及答案.doc,.doc,152576,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广东/2007年广东高考英语真题及答案.doc,1990-2007·高考英语真题·word/广东/2007年广东高考英语真题及答案.doc,.doc,433152,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1990年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1990年广西高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1991年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1991年广西高考英语真题及答案.doc,.doc,50688,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1992年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1992年广西高考英语真题及答案.doc,.doc,56320,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1993年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1993年广西高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1994年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1994年广西高考英语真题及答案.doc,.doc,55808,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1995年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1995年广西高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1996年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1996年广西高考英语真题及答案.doc,.doc,68608,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1997年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1997年广西高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1998年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1998年广西高考英语真题及答案.doc,.doc,88576,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/1999年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/1999年广西高考英语真题及答案.doc,.doc,52736,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2000年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2000年广西高考英语真题及答案.doc,.doc,70144,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2002年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2002年广西高考英语真题及答案.doc,.doc,67072,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2003年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2003年广西高考英语真题及答案.doc,.doc,753152,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2004年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2004年广西高考英语真题及答案.doc,.doc,51712,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2005年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2005年广西高考英语真题及答案.doc,.doc,118784,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2006年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2006年广西高考英语真题及答案.doc,.doc,253440,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/广西/2007年广西高考英语真题及答案.doc,1990-2007·高考英语真题·word/广西/2007年广西高考英语真题及答案.doc,.doc,64000,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1990年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1990年河北高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1991年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1991年河北高考英语真题及答案.doc,.doc,50688,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1992年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1992年河北高考英语真题及答案.doc,.doc,56320,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1993年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1993年河北高考英语真题及答案.doc,.doc,67584,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1994年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1994年河北高考英语真题及答案.doc,.doc,55808,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1995年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1995年河北高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1996年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1996年河北高考英语真题及答案.doc,.doc,58368,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1997年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1997年河北高考英语真题及答案.doc,.doc,61952,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1998年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1998年河北高考英语真题及答案.doc,.doc,88576,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/1999年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/1999年河北高考英语真题及答案.doc,.doc,52736,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2000年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2000年河北高考英语真题及答案.doc,.doc,70144,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2001年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2001年河北高考英语真题及答案.doc,.doc,2445824,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
/Users/shidianjin/Documents/高考英语/1990-2007·高考英语真题·word/河北/2002年河北高考英语真题及答案.doc,1990-2007·高考英语真题·word/河北/2002年河北高考英语真题及答案.doc,.doc,67072,paper_only_candidate,full_paper_candidate,review_required,path/name indicates a complete examination paper or mock exam,do_not_publish_until_structured_parse_and_answer_analysis_review
